primary_asset_contracts_address,primary_asset_contracts_asset_contract_type,primary_asset_contracts_created_date,primary_asset_contracts_name,primary_asset_contracts_nft_version,primary_asset_contracts_owner,primary_asset_contracts_schema_name,primary_asset_contracts_symbol,primary_asset_contracts_total_supply,primary_asset_contracts_description,primary_asset_contracts_dev_seller_fee_basis_points,primary_asset_contracts_seller_fee_basis_points,primary_asset_contracts_payout_address,stats_one_day_volume,stats_one_day_change,stats_one_day_sales,stats_one_day_average_price,stats_seven_day_volume,stats_seven_day_change,stats_seven_day_sales,stats_seven_day_average_price,stats_thirty_day_volume,stats_thirty_day_change,stats_thirty_day_sales,stats_thirty_day_average_price,stats_total_volume,stats_total_sales,stats_total_supply,stats_count,stats_num_owners,stats_average_price,stats_market_cap,stats_floor_price,slug,stats_time,created_date,description,display_data_card_display_style,safelist_request_status,name,telegram_url,twitter_username,instagram_username,discord_url,medium_username,external_url
0x79da5fa272e8fb280cee4d0649aa6a9e4e62ceb0,non-fungible,2021-10-26T18:31:14.257072,Wall Street Bulls,3,99022756,ERC721,WSB,0,"Wall Street Bulls is a collection of 10,000 unique NFTs on the Ethereum blockchain. Inspired by the Wall Street degen culture, The Wall Street Bulls have a roadmap packed with some of the most unique utility. Your Bull doubles as membership into the upcoming Options Market; a place where your Bull can become either rich or poor, but always more rare. You would also get access to our free sister NFT collections The Wall Street Interns and The Wall Street Assets. Exclusive Merch of your Bull and the upcoming Trading Floor will all be unlocked by the community through the roadmap activation. 

Visit https://wallstreetbulls.io for more details. 

Wall St Bulls Intern collection: https://opensea.io/collection/wall-street-bulls-interns",500,750,0xe601b70df3f17cd05543fedc737d9b6df573737d,1.0749,1.388666667,7,0.153557143,13.8375,-0.224255369,72,0.1921875,87.76752598,-0.725943706,411,0.213546292,1591.752022,6548,10000,10000,3720,0.243089802,1921.875,0.15,wall-street-bulls,"2022-03-06, 09:52:05",2021-10-26T20:00:23.470234,"Wall Street Bulls is a collection of 10,000 unique NFTs on the Ethereum blockchain. Inspired by the Wall Street degen culture, The Wall Street Bulls have a roadmap packed with some of the most unique utility. Your Bull doubles as membership into the upcoming Options Market; a place where your Bull can become either rich or poor, but always more rare. You would also get access to our free sister NFT collections The Wall Street Interns and The Wall Street Assets. Exclusive Merch of your Bull and the upcoming Trading Floor will all be unlocked by the community through the roadmap activation. 

Visit https://wallstreetbulls.io for more details. 

Wall St Bulls Intern collection: https://opensea.io/collection/wall-street-bulls-interns",cover,approved,Wall St Bulls,0,1,1,1,0,https://wallstreetbulls.io
0x259770ce31890a1d7b64fd93266f0d735b1a26ba,non-fungible,2022-01-20T12:43:18.796985,Squarmies,3,204906932,ERC721,SQUARES,0,"Official collection by The Square Comics
Welcome to Squarmies Playground 
https://thesquarecomics.com",750,1000,0x4d1ce3a6618a4cd8d2d7552a54991657fb60e833,0.742,13,22,0.033727273,3.9135,0.095267446,108,0.036236111,15.8917999,-0.950515211,432,0.036786574,337.0369483,3333,3467,3467,1586,0.101121197,125.6305972,0.034,squarmies,"2022-03-06, 09:52:06",2022-01-25T05:40:45.846975,"Official collection by The Square Comics
Welcome to Squarmies Playground 
https://thesquarecomics.com",padded,approved,Squarmies,0,0,1,1,0,https://thesquarecomics.com
0x9839499c38acbd6e11b4af0e50cc2259bffeac51,non-fungible,2020-03-29T04:58:48.877559,GU: Promethean Chain,3,2635568,ERC721,,1,"Unique and tradable talismans that represent CryptoKitties as statues in the Gods Unchained universe. Buy and sell these unique collectibles on the OpenSea marketplace.

With the introduction of Trinkets to the game, the Loadout selection now has the ability to add two trinkets to a board.",0,250,,0.212,0,6,0.035333333,0.7765,-0.504877893,22,0.035295455,5.25203,-0.730097796,81,0.064839877,411.8950277,3753,37935,37935,7852,0.109750873,1338.933068,0.013,gods-unchained-collectibles,"2022-03-06, 09:52:07",2019-04-26T22:13:21.130934,"Unique and tradable talismans that represent CryptoKitties as statues in the Gods Unchained universe. Buy and sell these unique collectibles on the OpenSea marketplace.

With the introduction of Trinkets to the game, the Loadout selection now has the ability to add two trinkets to a board.",contain,verified,Gods Unchained Collectibles,0,0,0,0,0,https://godsunchained.com/
0xf0b23d4738ed2c7d89a13d3391ae4e9a8ccf0e44,non-fungible,2021-10-26T20:53:25.037181,Diamond Crypto Dunks,3,103910169,ERC721,DCD,0,"THE DIAMOND CRYPTO DUNK NFT IS MUCH MORE THAN AN NFT OR JPEG. EVERY DIAMOND CRYPTO DUNK HOLDER HAS AN EXCLUSIVE MEMBERSHIP CARD TO EVERYTHING DIAMOND.

DCD HOLDERS ARE GRANTED ACCESS TO ALL NICKY DIAMONDS EXCLUSIVE EVENTS AND FIRST ACCESS TO ALL DIAMOND SUPPLY CO COLLABORATIONS, SPECIAL RELEASES AND DCD HOLDER ONLY VVS1 GANG MERCH.


DCD HOLDERS HAVE PRE SALE LISTING OPPORTUNITIES FOR UPCOMING NFT PROJECT COLLABORATIONS AND AFFILIATED NFT / CRYPTO CURRENCY COIN PROJECTS.


DCD HOLDERS RECEIVE A DISCOUNT OF ANY PURCHASE DIRECTLY FROM THE DIAMOND SUPPLYCO.COM WEBSTORE. (DCD HOLDERS WILL BE VERIFIED ON THE DIAMOND SUPPLY CO. WEBSITE THRU A SHOPIFY WALLET CONNECTION RECEIVING A 30% DISCOUNT AT CHECKOUT. (CURRENTLY BEING IMPLEMENTED)


DCD HOLDERS HAVE EXCLUSIVE ACCESS TO MINTING NICKY DIAMONDS DESIGNED METAVERSE WEARABLES. DESIGNS WILL INCLUDE APPAREL, HATS, SNEAKERS AND ACCESSORIES FOR PERSONALIZING AVATARS FROM HEAD TO TOE. (BEING IMPLEMENTED IN MULTIPLE METAVERSES)",500,750,0xf019922670dfe759ccca86829e3f5923ace064b4,1.028,-0.412766055,3,0.342666667,16.89423,1.354627068,98,0.172390102,44.10171245,-0.32874987,279,0.158070654,200.1849097,1721,4200,4200,1668,0.116318948,724.0384286,0.12,diamondcryptodunks,"2022-03-06, 09:52:07",2021-10-26T21:38:20.513303,"THE DIAMOND CRYPTO DUNK NFT IS MUCH MORE THAN AN NFT OR JPEG. EVERY DIAMOND CRYPTO DUNK HOLDER HAS AN EXCLUSIVE MEMBERSHIP CARD TO EVERYTHING DIAMOND.

DCD HOLDERS ARE GRANTED ACCESS TO ALL NICKY DIAMONDS EXCLUSIVE EVENTS AND FIRST ACCESS TO ALL DIAMOND SUPPLY CO COLLABORATIONS, SPECIAL RELEASES AND DCD HOLDER ONLY VVS1 GANG MERCH.


DCD HOLDERS HAVE PRE SALE LISTING OPPORTUNITIES FOR UPCOMING NFT PROJECT COLLABORATIONS AND AFFILIATED NFT / CRYPTO CURRENCY COIN PROJECTS.


DCD HOLDERS RECEIVE A DISCOUNT OF ANY PURCHASE DIRECTLY FROM THE DIAMOND SUPPLYCO.COM WEBSTORE. (DCD HOLDERS WILL BE VERIFIED ON THE DIAMOND SUPPLY CO. WEBSITE THRU A SHOPIFY WALLET CONNECTION RECEIVING A 30% DISCOUNT AT CHECKOUT. (CURRENTLY BEING IMPLEMENTED)


DCD HOLDERS HAVE EXCLUSIVE ACCESS TO MINTING NICKY DIAMONDS DESIGNED METAVERSE WEARABLES. DESIGNS WILL INCLUDE APPAREL, HATS, SNEAKERS AND ACCESSORIES FOR PERSONALIZING AVATARS FROM HEAD TO TOE. (BEING IMPLEMENTED IN MULTIPLE METAVERSES)",cover,approved,Diamond Crypto Dunks,0,1,1,1,0,https://www.nickydiamonds.io/
0xbf662a0e4069b58dfb9bcebebae99a6f13e06f5a,non-fungible,2021-11-16T20:48:07.309278,Toy Boogers,3,1139878,ERC721,TOY,0,"The Toy Boogers collection is 100% handmade and not programmatically generated. All 3,333 NFTs are 1/1 original pieces of artwork created by Doug, the creator and founder of Toy Boogers. 

The Backstory: The year was 2021 when a group of NFT degens started developing special teleportation technology to physically transport themselves into the metaverse. The development was rushed in excitement and somehow a booger got stuck on the machine���������s focusing crystal. Little did they know, this would cause a critical (but delightful) malfunction. When they used the machine, they got combined and rearranged with all the crazy avatars in their collections as they teleported into the metaverse. They became an epic NFT collection themselves called Toy Boogers.

The Toy Boogers collection consists of 3,333 unique NFTs living on the Ethereum blockchain, stored as ERC-721 tokens, and hosted on",500,750,0x6ed5a435495480774dfc44cc5bc85333f1b0646a,8.914,2.277205882,16,0.557125,27.85970954,-0.428013311,46,0.60564586,196.3796652,-0.791158642,290,0.677171259,2733.558135,6268,3334,3334,1954,0.436113295,2019.223296,0.54,toyboogers,"2022-03-06, 09:52:08",2021-11-17T06:44:25.513497,"The Toy Boogers collection is 100% handmade and not programmatically generated. All 3,333 NFTs are 1/1 original pieces of artwork created by Doug, the creator and founder of Toy Boogers. 

The Backstory: The year was 2021 when a group of NFT degens started developing special teleportation technology to physically transport themselves into the metaverse. The development was rushed in excitement and somehow a booger got stuck on the machine���������s focusing crystal. Little did they know, this would cause a critical (but delightful) malfunction. When they used the machine, they got combined and rearranged with all the crazy avatars in their collections as they teleported into the metaverse. They became an epic NFT collection themselves called Toy Boogers.

The Toy Boogers collection consists of 3,333 unique NFTs living on the Ethereum blockchain, stored as ERC-721 tokens, and hosted on",cover,verified,Toy Boogers,0,1,0,1,0,https://toyboogers.io
0x240a55213ed5b3fd146fd5f17f341fc6be7657e0,non-fungible,2022-01-19T10:42:00.742140,CYBER LEGENDS,3,203928791,ERC721,CLEGENDS,88,"The Cyber Legends is a collection of 8,888 unique Cyborgs and robots created to defend the metaverse !

Cyber Legends is one of the most detailed 3D collections of all time, each having hundreds of well-designed details and elements  !

Joining the Cyber Legends project means you join a family who trusts in the decentralized future with the metaverse, NFTs and cryptos everywhere !",1000,1250,0x0fb26900436541172ef2e0c039aaa6c07f3f4e89,0.1955,0,4,0.048875,1.3094,2.361746691,15,0.087293333,125.6104131,-0.004187654,501,0.250719387,251.7490511,1232,3367,3367,962,0.204341762,293.9166533,0.009,thecyberlegends,"2022-03-06, 09:52:08",2022-01-19T10:42:17.294500,"The Cyber Legends is a collection of 8,888 unique Cyborgs and robots created to defend the metaverse !

Cyber Legends is one of the most detailed 3D collections of all time, each having hundreds of well-designed details and elements  !

Joining the Cyber Legends project means you join a family who trusts in the decentralized future with the metaverse, NFTs and cryptos everywhere !",contain,approved,THE CYBER LEGENDS COLLECTION,0,0,0,0,0,http://thecyberlegends.com
0x97a923ed35351a1382e6bcbb5239fc8d93360085,non-fungible,2021-12-11T16:03:52.968386,Champions,3,170087814,ERC721,CHAMPS,1,"Crypto Champions is a collection of 8,888 unique NFT characters divided into two factions living on the Ethereum blockchain. Holding one Crypto Champion will grant you access to a Community Fund, VX AirDrop, Private Masterminds and more.

Join our Discord to learn more: https://discord.gg/cryptochampions",1000,1250,0x47374e24bb1450abd5d7a58e3c31ad3bcda486e3,0.434,-0.370507249,9,0.048222222,3.104844,0.496209412,44,0.070564636,12.380364,-0.837092112,166,0.074580506,1748.246756,6686,8888,8888,3868,0.261478725,627.178488,0.049,cryptochampionsnft,"2022-03-06, 09:52:09",2021-12-11T16:03:57.872449,"Crypto Champions is a collection of 8,888 unique NFT characters divided into two factions living on the Ethereum blockchain. Holding one Crypto Champion will grant you access to a Community Fund, VX AirDrop, Private Masterminds and more.

Join our Discord to learn more: https://discord.gg/cryptochampions",contain,approved,Crypto Champions Collection,0,1,1,1,0,https://cryptochampionsnft.io/
0x3a4ca1c1bb243d299032753fdd75e8fec1f0d585,non-fungible,2021-09-25T06:20:52.843343,CrazySkullz,3,83883161,ERC721,SKLZ,0,"An army of 10,000 unique CrazySkullz risen from the dead haunts our planet and promises its destruction! The smell of war, death or sickness is making them even stronger. The most atrocious criminals killed for hundreds of years aim to reunite and turn Earth into a lawless place.
Be on high alert and collect all CrazySkullz to lock them in Metaverse forever! 

[View CrazyMummiez Collection](https://opensea.io/collection/crazymummiezproject)

Visit [CrazySkullz.com](https://crazyskullz.com/) for more details.",1000,1250,0xa04d10c6be637a0ad4c1623a596a6c9d7bf8b977,1.2479,-0.458047425,15,0.083193333,8.4678,-0.779907479,112,0.075605357,243.8608057,23.8057094,1963,0.124228633,733.9982664,7615,10010,10010,2900,0.096388479,756.809625,0.0775,crazyskullznft,"2022-03-06, 09:52:09",2021-09-25T06:39:07.225699,"An army of 10,000 unique CrazySkullz risen from the dead haunts our planet and promises its destruction! The smell of war, death or sickness is making them even stronger. The most atrocious criminals killed for hundreds of years aim to reunite and turn Earth into a lawless place.
Be on high alert and collect all CrazySkullz to lock them in Metaverse forever! 

[View CrazyMummiez Collection](https://opensea.io/collection/crazymummiezproject)

Visit [CrazySkullz.com](https://crazyskullz.com/) for more details.",cover,approved,CrazySkullzNFT,0,1,0,1,1,https://crazyskullz.com/
0xad6dc35442d766f87f9296f17ba45e23518bc5f3,semi-fungible,2021-09-01T03:08:46.871701,Paladin Pandas,,49575627,ERC1155,,,"<p>Paladin Pandas is a collection of 10,000 hand-drawn NFT digital identities, granting you the chance to fight in Space Expedition, the Play-to-Earn and Rogue-like game of Paladin Pandas. They are stored as ERC-1155 tokens on the Ethereum Blockchain. </p>
Play-to-Earn Game: [Space Expedition](https://spaceexpedition.io), Grand Prize Power Raffle: [Power Raffle](https://powerraffle.io).",500,750,0x8d65d8b8d2bb115edfd2ec56fbef4989a0ce2de9,1.073,-0.620981985,10,0.1073,6.3848,-0.040067355,66,0.096739394,33.6042497,-0.890815072,288,0.116681423,2383.772973,11422,9849,9849,2777,0.208700138,952.7862909,0.0955,paladin-pandas,"2022-03-06, 09:52:10",2021-09-01T03:17:49.372109,"<p>Paladin Pandas is a collection of 10,000 hand-drawn NFT digital identities, granting you the chance to fight in Space Expedition, the Play-to-Earn and Rogue-like game of Paladin Pandas. They are stored as ERC-1155 tokens on the Ethereum Blockchain. </p>
Play-to-Earn Game: [Space Expedition](https://spaceexpedition.io), Grand Prize Power Raffle: [Power Raffle](https://powerraffle.io).",contain,verified,Paladin Pandas,0,1,1,1,0,https://www.paladinpandas.com
0x96ed81c7f4406eff359e27bff6325dc3c9e042bd,non-fungible,2021-07-18T09:17:36.529009,WeirdWhales,3,52159648,ERC721,WHALE,0,"Weird Whales is an NFT collection created by twelve-year-old programmer [Benyamin](https://linktr.ee/ObiWanBenoni) from London, UK who began learning to code at the age of five. The project started as an educational endeavour. Benyamin created all the base and trait layers for the whales (normal, zombie, ape, alien), he then generated 3350 unique digital collectibles programmatically using an open-source Python script.

The project success and backstory forms a core part of early NFT, generative art and digital collectible history. It has been featured in [The New York Times](https://tinyurl.com/4kwsrp4r), [Business Insider](https://tinyurl.com/2yxjv8ae), [CNBC](https://tinyurl.com/3xezwxkd), [The Telegraph](https://tinyurl.com/unpst3fu), The Guardian, ITV News, BBC, NY Post, Decrypt and many more.

Benyamin was invited to [speak](https://youtu.be/XHUWaLcLau8) about NFTs at Pembroke College, Oxford University. He is the youngest person to lecture at the college, founded 1624.",250,500,0xb3c08793687ed7b9b297cce757c4352f4daf3bce,0.1,-0.625888515,1,0.1,2.0621,-0.201911913,16,0.12888125,13.0262,-0.548317747,80,0.1628275,1841.85963,7719,3350,3350,1661,0.238613762,431.7521875,0.1225,weirdwhales,"2022-03-06, 09:52:10",2021-07-19T10:06:14.086325,"Weird Whales is an NFT collection created by twelve-year-old programmer [Benyamin](https://linktr.ee/ObiWanBenoni) from London, UK who began learning to code at the age of five. The project started as an educational endeavour. Benyamin created all the base and trait layers for the whales (normal, zombie, ape, alien), he then generated 3350 unique digital collectibles programmatically using an open-source Python script.

The project success and backstory forms a core part of early NFT, generative art and digital collectible history. It has been featured in [The New York Times](https://tinyurl.com/4kwsrp4r), [Business Insider](https://tinyurl.com/2yxjv8ae), [CNBC](https://tinyurl.com/3xezwxkd), [The Telegraph](https://tinyurl.com/unpst3fu), The Guardian, ITV News, BBC, NY Post, Decrypt and many more.

Benyamin was invited to [speak](https://youtu.be/XHUWaLcLau8) about NFTs at Pembroke College, Oxford University. He is the youngest person to lecture at the college, founded 1624.",contain,verified,Weird Whales,0,1,0,1,0,http://weirdwhalesnft.com/
0xf1f3ca6268f330fda08418db12171c3173ee39c9,semi-fungible,2021-09-21T07:42:21.538712,Zapper NFT V2,,51259569,ERC1155,ZPR NFT,,"This season builds on the success of Season 1 with an introduction to Zapperverse Lore and exciting new mechanisms including rarity levels, crafting, and Volts.",1000,1250,0x3ce37278de6388532c3949ce4e886f365b14fb56,0.53947,10.18072539,266,0.002028083,1.111726,-0.917645442,330,0.003368867,19.8071665,-0.284055968,1910,0.010370244,425.8306216,16463,30,30,79117,0.025865919,0.101066,0.013899,zapper-season-2,"2022-03-06, 09:52:11",2021-09-22T02:43:46.836683,"This season builds on the success of Season 1 with an introduction to Zapperverse Lore and exciting new mechanisms including rarity levels, crafting, and Volts.",cover,verified,Zapper - Season 2 Edition,0,1,0,1,0,http://zapper.fi
0x2e734269c869bda3ea6550f510d2514f2d66de71,semi-fungible,2021-01-11T23:32:16.481830,Unidentified contract,,17505302,ERC1155,,,"The first NFT entry in the StrongBlock collection is Bronze. Future entries will include Silver, Gold and Platinum.",600,850,0x973b62f131f1c3142bfe8e53ed4da38fcc4d4dfe,1,-0.968434343,1,1,57.18722,2.185917549,19,3.009853684,176.22322,-0.330649676,62,2.84231,2919.247239,2222,5180,5180,1267,1.313792637,15591.04208,1,strongblock-nfts,"2022-03-06, 09:52:11",2021-01-11T23:52:21.948666,"The first NFT entry in the StrongBlock collection is Bronze. Future entries will include Silver, Gold and Platinum.",contain,verified,StrongBlock NFTs,0,1,0,0,1,https://app.strongblock.com
0xb4a7d131436ed8ec06ad696fa3bf8d23c0ab3acf,non-fungible,2022-01-07T17:15:48.889683,MONGS,3,193666335,ERC721,MONG,0,"# MONGS are a culture, a vibe. 

# They believe that somehow this is new, and hip, and an attack on the powers of society.

Learn what's coming for MONGS at [https://www.mongs.io](https://www.mongs.io)",800,1050,0x07290dfb3af789dd4ed750fc09a9b4a8050da802,1.4055,6.06281407,27,0.052055556,5.7165,-0.342479083,108,0.052930556,27.679819,-0.95204499,536,0.051641453,604.8837186,5644,6969,6969,1631,0.107172877,368.8730417,0.036,mongs-nft,"2022-03-06, 09:52:12",2022-01-07T20:26:07.016849,"# MONGS are a culture, a vibe. 

# They believe that somehow this is new, and hip, and an attack on the powers of society.

Learn what's coming for MONGS at [https://www.mongs.io](https://www.mongs.io)",cover,approved,MONGS NFT,0,0,0,1,0,https://mongs.io
0x9c8d2f53f6bff84458f1c84fdaa1e4852ca958e3,non-fungible,2022-02-01T10:43:40.494060,Super Creators By IAC,3,205092532,ERC721,SCIAC,0,"""Where Spirituality Meets Virtuality"" 

The Super Creators project is the first of its kind project that aims to make spirituality available to everyone in the metaverse. We are pioneering across this constantly changing virtual land in attempt to unite both the ethereal and material to have abundance in both areas.

Super Creators are a collection of 2,222 unique ���������I Am Creator��������� NFTs - unique digital collectibles living on the Ethereum blockchain. Your Super Creator  doubles as your Virtual Creators Land membership card, and grants access to members-only benefits, the first of which is access to the Super Creator Academy, a 24 hour virtual knowledge center. 

Token Holders will have the benefits in both the physical and metaphysical space. Such as FREE events and trainings in a variety of fields, from yoga, to wealth building, to spirituality & personal development. This also includes private access to future developments in both the virtual and physical Cr",750,1000,0x5e59664262a557858ed861225e8eb245df94adde,15.8069,5.842813853,9,1.756322222,38.8939,-0.49683044,22,1.767904545,1058.418925,0.645321026,392,2.700048278,1701.709145,719,2222,2222,827,2.366772107,3928.2839,1.75,supercreatorsbyiac,"2022-03-06, 09:52:13",2022-02-01T13:26:17.367014,"""Where Spirituality Meets Virtuality"" 

The Super Creators project is the first of its kind project that aims to make spirituality available to everyone in the metaverse. We are pioneering across this constantly changing virtual land in attempt to unite both the ethereal and material to have abundance in both areas.

Super Creators are a collection of 2,222 unique ���������I Am Creator��������� NFTs - unique digital collectibles living on the Ethereum blockchain. Your Super Creator  doubles as your Virtual Creators Land membership card, and grants access to members-only benefits, the first of which is access to the Super Creator Academy, a 24 hour virtual knowledge center. 

Token Holders will have the benefits in both the physical and metaphysical space. Such as FREE events and trainings in a variety of fields, from yoga, to wealth building, to spirituality & personal development. This also includes private access to future developments in both the virtual and physical Cr",cover,approved,Super Creators By IAC,0,0,1,1,0,https://supercreators.io/
0x51e613727fdd2e0b91b51c3e5427e9440a7957e4,semi-fungible,2021-03-21T06:44:00.039051,Crypto Corgis Breeder,,19126425,ERC1155,CORGI,1.16E+77,"Crypto corgis live (and die) on the blockchain. 10k corgis saved. 

Randomly generated, community curated",500,750,0xf2e61080035c5dc890d3602746041f3b3dd98e3c,0.129,-0.280936455,4,0.03225,1.9577,-0.981520995,55,0.035594545,149.1865209,57.20777249,1586,0.094064641,996.9584645,6835,9998,9998,4231,0.145860785,355.8742655,0.023,crypto-corgis,"2022-03-06, 09:52:13",2021-03-21T06:54:26.714533,"Crypto corgis live (and die) on the blockchain. 10k corgis saved. 

Randomly generated, community curated",padded,verified,Crypto Corgis,0,1,0,1,0,https://cryptocorgis.co
0x7357dc2f2b6b51c8e2c7efc728002a499d503c17,non-fungible,2021-12-14T20:35:40.746685,TheLastSupper,3,173646240,ERC721,TLS,0,Bringing the past to the future. We are the largest history community on social media. Now building the first Metaverse History museum. All NFT owners will own a piece of our museum.,1000,1250,0x1277edebc4220d515373e3e30948479726caff68,0.14,0.102362205,5,0.028,1.9311,-0.446898092,58,0.033294828,19.74624027,-0.974065804,384,0.051422501,793.7397519,5368,8888,8888,4842,0.14786508,295.9244276,0.0225,thelastsupperofficial,"2022-03-06, 09:52:13",2021-12-14T21:06:36.005003,Bringing the past to the future. We are the largest history community on social media. Now building the first Metaverse History museum. All NFT owners will own a piece of our museum.,contain,approved,The Last Supper Official,0,1,1,1,1,http://momentsinhistory.io/
0x1b79c7832ed9358e024f9e46e9c8b6f56633691b,non-fungible,2022-02-13T09:17:03.059379,Tasty Bones,3,253255580,ERC721,TASTYBONES,0,"[Tasty Bones](https://tastybones.xyz) is an NFT collection of 4999 skeletons who fetch food offerings from the Land of the Living and deliver to their respective Souls in the Land of the Dead. These skeletons have to contend with 45 Hungry Ghosts��������� and 5 Demons who try to steal the food offerings.

---

*Tasty Bones is providing a community-driven interactive NFT experience that will tie into the lore! Holders will be able to interact with their NFT to increase their rarity and gain value through other mechanisms, but will run the risk of losing it if they get too gr",690,940,0xd18c6285541349da4a951ebce234b2be936796b2,18.203,-0.417038862,24,0.758458333,232.269026,-0.85684653,315,0.737361987,9828.302515,0,6082,1.615965557,9828.302515,6082,5049,5049,3451,1.615965557,3722.940674,0.62,tastybonesxyz,"2022-03-06, 09:52:14",2022-02-13T09:29:48.247177,"[Tasty Bones](https://tastybones.xyz) is an NFT collection of 4999 skeletons who fetch food offerings from the Land of the Living and deliver to their respective Souls in the Land of the Dead. These skeletons have to contend with 45 Hungry Ghosts��������� and 5 Demons who try to steal the food offerings.

---

*Tasty Bones is providing a community-driven interactive NFT experience that will tie into the lore! Holders will be able to interact with their NFT to increase their rarity and gain value through other mechanisms, but will run the risk of losing it if they get too gr",cover,approved,Tasty Bones XYZ,0,0,1,1,0,https://tastybones.xyz/
0x469823c7b84264d1bafbcd6010e9cdf1cac305a3,non-fungible,2021-11-27T17:44:43.672273,Crypto Bull Society,3,149944296,ERC721,CBS,0,"The Crypto Bull Society is a private collection of 7.777 unique 3D art pieces designed by Gal Yosef. 

Every holder of a Crypto bull will be able to claim a Crypto bear for free.

Visit our website for more information.

www.cryptobullsociety.com",1000,1250,0x6e141f830531d4b64d1b8fd86f4d6b0ebb79cbd0,5.167,0.053823357,11,0.469727273,61.8228953,0.098517112,157,0.393776403,954.4647264,-0.511874442,1169,0.816479663,12405.99465,9083,7777,7777,4615,1.365847699,3062.399088,0.3,crypto-bull-society,"2022-03-06, 09:52:14",2021-11-27T22:41:13.687462,"The Crypto Bull Society is a private collection of 7.777 unique 3D art pieces designed by Gal Yosef. 

Every holder of a Crypto bull will be able to claim a Crypto bear for free.

Visit our website for more information.

www.cryptobullsociety.com",cover,verified,Crypto Bull Society,0,1,1,1,0,http://cryptobullsociety.com
0xef8c662114494e2c7999e5deab46c25ebd2c7e68,non-fungible,2022-01-09T14:37:53.379546,MetaLizards,3,195017787,ERC721,MetaLizard,0,"A limited collection of 4���������444 metaverse ready collectibles nft Lizards.

Holders will be able to burn their Metalizard at any time and get the mint price sent to their wallet.

Burning page will be live before the r",500,750,0xf5a823ea54d7d3522254de73dc103bba94aae521,0.114,-0.989121618,3,0.038,15.40559,-0.425502235,133,0.115831504,86.31175539,-0.580430711,632,0.136569233,292.0268964,2193,4444,4444,1446,0.133163199,514.7552027,0.038,metalizards-official,"2022-03-06, 09:52:15",2022-01-09T16:43:07.803323,"A limited collection of 4���������444 metaverse ready collectibles nft Lizards.

Holders will be able to burn their Metalizard at any time and get the mint price sent to their wallet.

Burning page will be live before the r",cover,approved,MetaLizards Official,0,0,1,1,0,https://www.metalizards.io/
0x13d66dbace34218fddaf50f7057092a43507adef,non-fungible,2021-12-06T00:23:12.660263,Hungry Wolves,3,73403582,ERC721,HUNGRY,0,"Hungry Wolves are a collection of 6,000 gamified NFTs that allow holders to join Wolfpacks as well as earn status and rewards. Learn more at www.hungrywolves.com.

Linked Collection: https://opensea.io/collection/hungry-runtz",500,750,0xa5fa1e82f784c443684f7151982a98e1005b6bfe,0.761,-0.324696069,6,0.126833333,16.12969,-0.318142341,99,0.162926162,82.064479,-0.66150766,537,0.152820259,361.0496359,2326,6000,6000,1365,0.155223403,977.5569697,0.1099,hungry-wolves,"2022-03-06, 09:52:16",2021-12-06T00:39:55.448233,"Hungry Wolves are a collection of 6,000 gamified NFTs that allow holders to join Wolfpacks as well as earn status and rewards. Learn more at www.hungrywolves.com.

Linked Collection: https://opensea.io/collection/hungry-runtz",cover,approved,Hungry Wolves,0,1,0,1,0,https://hungrywolves.com
0x7cba74d0b16c8e18a9e48d3b7404d7739bb24f23,non-fungible,2021-10-01T17:20:30.719289,FoxFam,3,63454958,ERC721,FOXFAM,0,"Fox Fam is a collection of generative characters, designed by Yum Yum Studio. The foxes are created from a set of lovingly handcrafted attributes giving each one their own unique character. We have released 10,000 foxes into the wild for you to own!",500,750,0x6e1c38bb640463558d29f0d8fecc4d1f6fe960a9,10.90706905,-0.182947189,20,0.545353453,114.2829499,-0.014752809,223,0.512479596,722.7203898,-0.545090999,1084,0.666716227,6586.612986,17660,10000,10000,3542,0.372967893,5124.79596,0.4397,foxfam,"2022-03-06, 09:52:16",2021-10-02T15:31:26.142212,"Fox Fam is a collection of generative characters, designed by Yum Yum Studio. The foxes are created from a set of lovingly handcrafted attributes giving each one their own unique character. We have released 10,000 foxes into the wild for you to own!",cover,approved,FoxFam,0,1,1,1,0,http://foxfam.io
